loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_tenure,cibil_score,residential_asset_value,commercial_asset_value,luxury_asset_value,bank_assets_value,loan_status
L100909,0,Not Graduate,No,2213534,2982878,10,883,9022584,6760510,3652461,321345,Approved
L100910,4,Graduate,Yes,1083476,2880527,10,731,7546691,5051702,3372325,866525,Approved
L100911,0,Graduate,Yes,2370957,872564,25,605,5611544,10658198,2713094,447564,Rejected
L100912,3,Graduate,Yes,2078854,2445406,20,826,5370015,10906401,129101,3687894,Approved
L100913,1,Graduate,No,959359,3521888,20,352,2251347,4639848,1490496,4277404,Rejected
L100914,5,Graduate,No,2362809,2193385,30,819,4792030,2866792,4735589,6107941,Approved
L100915,1,Graduate,Yes,2351580,2118884,20,629,2619893,5834564,656228,1497212,Rejected
L100916,0,Graduate,Yes,2369187,2598600,30,857,6702245,11868174,4703019,2591460,Approved
L100917,5,Graduate,No,1644139,4993114,25,624,3791860,11933358,4553804,1271635,Rejected
L100918,1,Graduate,No,1429356,2253463,15,413,8745662,4673794,151633,3713184,Rejected
L100919,4,Not Graduate,No,1940146,3754425,30,446,7396526,2153883,4079486,1298972,Rejected
L100920,2,Graduate,No,219518,3966247,10,465,1881986,7415042,1083088,6017649,Rejected
L100921,0,Graduate,No,326355,2035404,15,678,989924,10437221,3115216,2414158,Rejected
L100922,1,Graduate,No,2066334,2176861,25,438,1965629,2346243,3354195,5201430,Rejected
L100923,0,Graduate,No,270243,3829337,20,598,1103248,4265630,2941449,7290985,Rejected
L100924,0,Graduate,No,1157378,2101723,30,575,8210125,13356076,2986977,2090114,Rejected
L100925,5,Not Graduate,No,1997756,1098939,10,477,4263528,8726458,596432,28004,Rejected
L100926,5,Graduate,No,2269844,3992518,5,653,8215869,3679020,2794997,806903,Approved
L100927,2,Graduate,Yes,1847818,4739133,5,453,9418530,7455050,4113853,524252,Rejected
L100928,4,Graduate,No,2468620,4228465,15,500,8623353,9881764,1165939,2713260,Rejected
L100929,0,Graduate,No,2327304,446456,20,414,3583650,488968,312809,3336967,Rejected
L100930,1,Graduate,No,2251121,948704,5,853,2363319,4248949,1774348,3772245,Approved
L100931,3,Graduate,Yes,1234309,3811090,15,367,1818222,1580096,4375979,477044,Rejected
L100932,0,Graduate,No,191743,225037,25,744,5410687,13054338,887743,2948892,Approved
L100933,0,Graduate,No,1853057,4452910,15,744,8199423,5821934,2264116,1394689,Approved
L100934,2,Graduate,Yes,320948,2926262,15,625,563506,1693465,394969,7354600,Rejected
L100935,4,Graduate,No,1043877,4232531,15,658,7834767,4275892,855243,1028464,Rejected
L100936,3,Not Graduate,No,2267475,3321593,10,444,8904337,13811102,1778219,5776634,Rejected
L100937,5,Not Graduate,No,1477148,1079516,15,574,5472646,12064537,3059867,7562161,Rejected
L100938,5,Not Graduate,Yes,651793,1746609,30,808,8251043,7976726,2213889,1630188,Approved
L100939,1,Graduate,No,476284,3619769,15,478,5045416,12696605,2553188,7180096,Rejected
L100940,3,Graduate,No,1980314,3659684,10,776,5273897,10054921,262968,146539,Approved
L100941,5,Graduate,No,2068837,78885,10,713,354182,2107719,3910433,3112211,Approved
L100942,1,Graduate,No,418508,4640723,25,452,5142798,9999851,642006,3745971,Rejected
L100943,4,Graduate,No,541011,2862753,20,403,2640955,14361816,4523065,2244900,Rejected
L100944,1,Graduate,No,1627141,4639764,5,374,2498002,7602495,3510940,5337671,Rejected
L100945,5,Graduate,No,1854627,4604770,5,427,2916585,7430037,4119586,4881178,Rejected
L100946,2,Not Graduate,No,932259,3179985,15,867,1574255,5990266,4661322,5089454,Rejected
L100947,2,Graduate,Yes,1818462,1429339,25,644,7012022,10617161,1780655,4741242,Rejected
L100948,2,Graduate,No,1920403,2168736,15,830,3779404,10691219,2576970,2447586,Approved
L100949,5,Graduate,No,326968,1893529,5,458,5547239,10546792,3355213,3223429,Rejected
L100950,2,Not Graduate,No,2304214,869973,10,837,5910122,699438,4466430,2326316,Approved
L100951,3,Graduate,Yes,885122,2700503,20,725,2769785,5069398,4137736,7793067,Approved
L100952,4,Graduate,No,1426485,1168844,25,322,3514078,3691316,2516966,6896722,Rejected
L100953,1,Graduate,No,656995,2927746,10,346,5963132,7153588,4340015,5772028,Rejected
L100954,1,Graduate,Yes,2335454,3846234,20,824,2664119,4192896,3739868,2756241,Approved
L100955,5,Graduate,Yes,2217790,1478926,25,443,9699755,5687041,1058271,4749943,Rejected
L100956,2,Not Graduate,Yes,2222723,3944142,25,884,2097951,2677049,1341814,5748800,Approved
L100957,2,Graduate,No,1183224,3366363,5,888,9924809,2288786,1332907,5567768,Approved
L100958,0,Graduate,Yes,715635,1507913,10,718,1579889,11100093,653009,4874010,Approved
L100959,4,Graduate,Yes,677409,2017754,25,384,8927377,4986439,4825275,7198086,Rejected
L100960,3,Graduate,No,2330945,1296729,30,715,287555,2845157,4713686,5054891,Approved
L100961,1,Graduate,No,1751028,2831652,25,781,3775944,5568139,1617270,1170025,Approved
L100962,0,Graduate,Yes,437635,2141219,20,755,2744454,5220761,1008725,4795292,Rejected
L100963,0,Graduate,Yes,733510,1038167,5,596,8796785,219162,3142475,759774,Rejected
L100964,5,Graduate,Yes,678036,4267635,15,411,3197418,14086414,1499666,3939115,Rejected
L100965,1,Graduate,Yes,1749417,4267308,5,529,2788647,14609069,1893422,2031722,Rejected
L100966,5,Graduate,No,734668,3434169,15,395,6224898,4053492,3509312,7597603,Rejected
L100967,3,Graduate,Yes,2291483,3052827,10,677,6378384,2841852,4088770,6754962,Approved
L100968,0,Not Graduate,Yes,901393,3599436,10,455,1570497,3313723,235994,4631813,Rejected
L100969,0,Graduate,No,1843481,498013,25,720,734158,1340522,4035729,716696,Approved
L100970,4,Graduate,No,975992,2336319,30,404,2692205,1401051,3350301,808094,Rejected
L100971,3,Not Graduate,No,750198,981253,10,629,6159729,10941880,3876221,3676424,Rejected
L100972,0,Graduate,No,547891,1894053,25,738,9193839,7269122,3206209,263369,Rejected
L100973,3,Not Graduate,No,650201,592955,5,431,1422771,3270514,1810948,929700,Rejected
L100974,1,Graduate,No,1191566,3600227,10,681,6945685,3738163,2387036,6754458,Approved
L100975,2,Not Graduate,No,1194863,3357735,5,437,8218616,8934971,3642461,7486476,Rejected
L100976,0,Graduate,No,1208644,4841126,5,569,7729395,12569121,4881841,4975912,Rejected
L100977,4,Graduate,No,1037198,1848278,30,849,8276869,12402783,3792212,1590143,Approved
L100978,1,Graduate,Yes,1769282,3358424,10,695,2479129,7349336,3707193,7450433,Approved
L100979,3,Not Graduate,No,1985295,423145,5,856,855434,12712763,3211854,7566833,Approved
L100980,5,Not Graduate,Yes,1220913,3504373,30,763,308697,7722905,3464403,771668,Approved
L100981,1,Graduate,No,397667,2103413,30,749,3715799,9496806,26119,4117472,Rejected
L100982,0,Graduate,No,806521,735611,10,630,4719707,3462087,642032,1552151,Rejected
L100983,3,Not Graduate,No,1037099,1707387,30,552,7279074,13580562,3304715,6121716,Rejected
L100984,2,Graduate,Yes,1550791,2841241,10,584,8461516,10297589,3541652,169259,Rejected
L100985,1,Not Graduate,No,1567231,2687174,10,573,6032290,10070126,4626269,2344297,Rejected
L100986,0,Not Graduate,No,1681181,1270985,15,319,4203726,7745769,1093565,2407777,Rejected
L100987,4,Graduate,No,557974,3629269,5,538,842606,11783445,3954266,6975291,Rejected
L100988,5,Graduate,No,283248,395744,20,569,5732452,286172,1852139,1093128,Rejected
L100989,3,Graduate,No,1301882,2078594,10,717,7377775,14969509,3978713,199041,Approved
L100990,1,Graduate,No,2411878,1893441,5,609,3871549,12883071,1590745,5450486,Rejected
L100991,1,Not Graduate,No,1094131,2654325,30,330,8839023,8082668,352935,5997845,Rejected
L100992,2,Graduate,No,850270,2811623,25,403,5635312,561133,2166458,2883309,Rejected
L100993,2,Not Graduate,Yes,240417,1726850,10,485,7724954,6116130,3558670,1448650,Rejected
L100994,4,Graduate,No,578638,3833799,30,427,3699446,1649258,3023744,729846,Rejected
L100995,5,Not Graduate,No,1210560,1906759,30,509,4223138,4369535,3573258,74474,Rejected
L100996,4,Graduate,No,1287888,3936932,30,713,548723,14985922,4118273,6578768,Approved
L100997,0,Graduate,Yes,342458,482184,30,580,3232940,7420754,2375646,7896419,Rejected
L100998,0,Graduate,No,674608,1259725,30,552,4773147,4159962,3751413,6493708,Rejected
L100999,4,Not Graduate,No,1685963,2386806,10,318,8473958,4481678,542057,1813318,Rejected
L101000,5,Graduate,No,2073782,4672295,20,435,9497445,1665418,4896913,3469327,Rejected
L101001,4,Not Graduate,No,565105,3384944,15,522,9333640,11583598,2723024,4772832,Rejected
L101002,5,Graduate,No,1558791,2958087,30,302,2885579,11493465,1357085,2434092,Rejected
L101003,5,Graduate,No,1453659,708139,30,535,5912084,12624634,312329,3986752,Rejected
L101004,3,Graduate,No,2126850,3020424,15,764,9080627,13432140,1706722,1833610,Approved
L101005,5,Graduate,Yes,2288929,4155513,10,527,7355554,695519,1804473,3530053,Rejected
L101006,2,Graduate,No,196250,4367293,5,798,1440352,8629348,3540564,2349203,Rejected
L101007,5,Not Graduate,No,1041372,4520697,25,820,1877330,14242828,4754895,4110690,Rejected
L101008,5,Not Graduate,No,1500850,3111481,25,438,5082070,11635144,3165317,5344491,Rejected
L101009,5,Not Graduate,No,625147,2781801,5,575,8943742,4449720,2277546,1630910,Rejected
L101010,0,Not Graduate,No,1903282,349850,10,590,5054379,1310704,4847828,6017636,Rejected
L101011,2,Graduate,Yes,2262368,4001382,25,352,7269056,5641335,4612044,6307944,Rejected
L101012,2,Graduate,Yes,1026336,91139,15,409,4147036,11256100,1844753,5432793,Rejected
L101013,4,Graduate,Yes,2392433,4883511,5,303,6208087,6121263,615995,6672121,Rejected
L101014,3,Not Graduate,Yes,853803,821965,20,346,1048278,5555910,4154967,4063627,Rejected
L101015,5,Graduate,No,1737893,353446,10,393,7035483,11375616,4182042,708029,Rejected
L101016,1,Graduate,Yes,1659405,3421484,5,859,123182,6396153,1364981,2763357,Approved
L101017,3,Graduate,No,884803,1448558,25,512,4242895,12022411,658197,5934299,Rejected
L101018,3,Graduate,No,2435221,1035663,10,735,7491818,11765908,1921097,1066970,Approved
L101019,2,Not Graduate,No,264456,2811158,15,807,5217975,7048586,2726465,2977577,Rejected
L101020,3,Not Graduate,No,1006841,1767479,10,504,8472714,10057771,3850919,7517010,Rejected
L101021,5,Graduate,No,1568060,1848432,10,680,164486,11175794,220421,3205060,Approved
L101022,5,Not Graduate,Yes,183783,1095716,15,372,3846556,5221995,3052911,1216953,Rejected
L101023,0,Graduate,No,184152,3873873,30,815,6259225,14840875,1293073,3188356,Rejected
L101024,5,Graduate,Yes,594718,3011937,15,375,735062,7846989,1733456,2904936,Rejected
L101025,5,Graduate,No,1751956,4144638,10,376,727468,11697377,3568485,1528474,Rejected
L101026,2,Graduate,No,298725,2985012,15,709,2064618,1587361,4090582,869403,Rejected
L101027,5,Graduate,Yes,641215,3743793,30,405,3454707,14026520,2141549,7392025,Rejected
L101028,0,Not Graduate,Yes,1953500,2170700,5,850,4872587,10342531,2960669,1219034,Approved
L101029,1,Graduate,No,2418693,2603589,15,775,6284179,8646079,1504137,2986611,Approved
L101030,2,Not Graduate,No,1058017,1748413,15,574,6914128,10577779,277132,7265584,Rejected
L101031,1,Graduate,No,471898,2581069,10,387,2798658,1763190,2005187,450281,Rejected
L101032,2,Graduate,No,835338,4688807,5,376,7662208,1157593,4352806,906644,Rejected
L101033,4,Graduate,Yes,2290321,187799,20,376,1424241,14636687,3571479,4673024,Rejected
L101034,3,Graduate,No,204745,231789,20,741,902810,855817,4393852,6797813,Approved
L101035,4,Graduate,No,1833032,3867780,25,839,5541543,6509676,4019489,3154267,Approved
L101036,5,Not Graduate,No,788273,4220163,15,544,3714528,3250881,3726248,4326639,Rejected
L101037,1,Graduate,No,1188347,4678656,15,877,5169619,558114,2141572,5649401,Rejected
L101038,5,Graduate,No,1910328,852009,5,681,6395021,4828626,4810627,3985977,Approved
L101039,3,Graduate,No,2268219,4356080,30,869,6961507,8320901,1245817,7233358,Approved
L101040,2,Graduate,No,2298185,262803,20,441,3695611,1657106,989862,3386038,Rejected
L101041,3,Graduate,Yes,195256,2305913,25,667,5431159,1958074,3863545,7306576,Rejected
L101042,0,Graduate,No,2486607,2504244,5,383,9434702,1622964,2123120,3352601,Rejected
L101043,3,Graduate,No,652264,4265645,15,442,3392389,8085491,3208236,3456979,Rejected
L101044,0,Graduate,Yes,1089695,1304329,20,651,3416502,6154482,760151,5143960,Approved
L101045,3,Graduate,No,2333955,2920581,25,844,8351870,14553351,4569883,6777932,Approved
L101046,0,Graduate,No,1402390,3544679,10,451,9142716,358349,1133942,5142432,Rejected
L101047,1,Graduate,No,2365995,128840,20,457,9121486,1061385,3675754,3012824,Rejected
L101048,5,Graduate,Yes,629809,211297,25,745,6225175,5831618,1144000,1410375,Approved
L101049,5,Not Graduate,No,1411179,3019656,5,602,1001622,7303950,2826145,580420,Rejected
L101050,4,Graduate,Yes,1917413,1981375,10,749,3246319,6102102,3748688,4299798,Approved
L101051,5,Graduate,No,294282,4293460,25,523,1636617,9548310,1712189,1887987,Rejected
L101052,2,Graduate,Yes,2121277,2355433,25,342,2466704,8741073,4769561,7566029,Rejected
L101053,3,Not Graduate,No,1967793,4270242,15,563,8750519,9177133,4311590,4782389,Rejected
L101054,4,Graduate,No,1502206,2137001,30,302,1046251,4763090,3220756,3197526,Rejected
L101055,2,Graduate,No,1094740,2731722,20,567,285356,7980571,935026,3817738,Rejected
L101056,2,Not Graduate,No,2052716,3505673,15,895,9912813,10002457,4232879,5662110,Approved
L101057,0,Graduate,No,1310038,4646985,10,315,3003337,13401353,1497060,5843589,Rejected
L101058,5,Graduate,No,1346311,1781530,30,633,9557302,3096750,605599,1318154,Rejected
L101059,1,Graduate,Yes,2078084,3462635,25,763,6563484,6682115,927906,816460,Approved
L101060,1,Graduate,No,399737,191900,15,358,8505089,12600630,996114,3736574,Rejected
L101061,4,Not Graduate,Yes,292157,3423694,30,476,4262563,13910337,4770773,6053643,Rejected
L101062,1,Not Graduate,No,1550465,4027497,20,362,3275654,12932674,4810064,2164725,Rejected
L101063,3,Graduate,Yes,2437319,718875,10,860,3674777,6354054,3041658,6945217,Approved
L101064,1,Graduate,No,743805,4840287,5,606,6233550,10301494,1654083,2564660,Rejected
L101065,4,Graduate,No,1875089,303078,15,545,8122734,5517263,3027116,7331426,Rejected
L101066,1,Graduate,No,1334895,418893,10,588,9598821,13153865,161554,5420278,Rejected
L101067,3,Not Graduate,Yes,1612603,3151883,5,631,5925313,818706,179300,4539427,Rejected
L101068,0,Graduate,No,1425029,765295,15,826,4395102,12463259,3753281,5211536,Approved
L101069,4,Graduate,No,286645,1928798,10,554,8045021,10631835,1098702,7082011,Rejected
L101070,0,Not Graduate,No,1192092,4050740,10,809,8059562,1734802,3200842,278747,Rejected
L101071,0,Graduate,No,1802131,1042652,30,762,6824125,13784548,4400726,2425237,Approved
L101072,0,Graduate,No,1336837,1104212,15,498,2242019,8837718,713161,4236901,Rejected
L101073,2,Graduate,No,492221,2408730,10,570,312051,6137875,121284,870670,Rejected
L101074,5,Not Graduate,No,1329580,3535001,25,857,6170022,12049676,3460354,4630239,Approved
L101075,2,Graduate,No,203687,2130563,15,363,2791004,14901580,1243045,5990026,Rejected
L101076,5,Graduate,No,1004744,2018972,10,529,6262748,12195370,4064972,1352471,Rejected
L101077,0,Graduate,Yes,1306191,333816,30,548,3568125,1774474,1190866,4281282,Rejected
L101078,4,Graduate,Yes,1129091,1890820,5,545,6656669,11889583,1382311,3425565,Rejected
L101079,5,Not Graduate,Yes,754453,4765697,5,886,9542866,3212174,612529,7822789,Rejected
L101080,3,Not Graduate,Yes,732111,2726073,25,456,2442905,553360,2918306,6270713,Rejected
L101081,3,Graduate,No,2189660,2727374,15,863,9378778,4228021,4498448,3314497,Approved
L101082,1,Graduate,No,2169450,2774903,30,387,1412210,12801329,161686,2453820,Rejected
L101083,5,Graduate,Yes,656554,175851,10,612,6025140,14837787,541889,6651469,Rejected
L101084,4,Graduate,No,2121140,2700527,10,365,6362781,10865106,1666196,6976808,Rejected
L101085,2,Graduate,Yes,2201789,4911282,5,319,3163257,13544707,1433974,7666001,Rejected
L101086,0,Not Graduate,No,1277109,844878,30,332,2674986,384533,4921207,6956338,Rejected
L101087,1,Graduate,No,390011,2103262,25,857,3415814,4303829,4083746,5635499,Rejected
L101088,3,Graduate,No,1387903,1987135,5,372,6036860,3602294,3606556,1880414,Rejected
L101089,2,Graduate,Yes,1703744,2458163,5,642,1950256,1261668,3030948,238078,Rejected
L101090,2,Not Graduate,No,222684,2591396,25,432,2803528,3150374,949014,3385868,Rejected
L101091,0,Not Graduate,No,1648710,276179,15,354,5310825,2399009,292527,3813209,Rejected
L101092,5,Not Graduate,No,1938220,2122171,10,360,4254284,1378656,1191433,5890539,Rejected
L101093,3,Graduate,No,1415197,3698444,15,819,9231822,9612587,810713,7747467,Approved
L101094,4,Graduate,No,1980288,4594340,30,571,165301,4478633,1424558,2885201,Rejected
L101095,2,Not Graduate,Yes,2141336,2529340,20,545,4814974,8735015,1108731,43016,Rejected
L101096,0,Graduate,No,1991646,1250346,20,475,9490628,7045472,4512761,2541040,Rejected
L101097,4,Graduate,No,1756241,535287,20,616,297180,8965003,4187586,1334996,Rejected
L101098,5,Not Graduate,No,1746246,4033820,25,430,3405914,769153,3663681,5998127,Rejected
L101099,3,Not Graduate,Yes,1969239,4017610,5,401,8165786,1508346,3929605,3480112,Rejected
L101100,5,Graduate,No,861423,1810399,15,609,4177927,803995,4713289,2989876,Rejected
L101101,2,Graduate,No,2400618,345901,10,591,4876831,14226505,3571194,1235383,Rejected
L101102,4,Graduate,No,384318,3134903,20,794,5032403,8666453,818408,3687975,Rejected
L101103,4,Graduate,No,281936,4185247,15,660,3229065,1248720,2764503,3698538,Rejected
L101104,4,Graduate,No,1107726,4193403,20,637,587426,5160025,3250133,5692183,Rejected
L101105,2,Not Graduate,Yes,2129746,2253531,20,878,3430460,8302146,3723760,5646049,Approved
L101106,2,Not Graduate,No,797952,1119412,10,309,1131614,2836934,1988813,26567,Rejected
L101107,5,Not Graduate,No,1018277,4465743,30,348,8003029,14408391,2760620,3599467,Rejected
L101108,1,Graduate,No,1446573,2082623,30,786,2466507,10404819,2341978,1111284,Approved
L101109,5,Not Graduate,No,1268166,1285296,30,620,5418673,6944075,3399584,2223358,Rejected
L101110,3,Not Graduate,No,1714371,3353131,25,868,776385,13267682,4958011,4741152,Approved
L101111,0,Graduate,No,1504018,3003028,5,432,7464370,10585040,519637,5825558,Rejected
L101112,4,Not Graduate,Yes,1654900,4861701,25,882,9465027,9102683,1032018,3795788,Approved
L101113,1,Not Graduate,No,1771788,447595,15,382,9395448,9423080,3473388,461365,Rejected
L101114,0,Graduate,No,559925,3843092,25,356,9370097,1087241,688722,7245620,Rejected
L101115,1,Graduate,No,341896,1781041,15,675,4559512,10763861,4702714,5550128,Rejected
L101116,5,Graduate,Yes,1239118,3640511,15,648,6519453,11451391,1793493,7922125,Rejected
L101117,2,Graduate,No,563461,2467209,5,570,6846090,13564005,658561,2333261,Rejected
L101118,4,Graduate,No,1233329,576925,10,782,8607964,12366776,3382958,2593103,Approved
L101119,5,Not Graduate,Yes,383979,2975609,5,410,2995353,3929301,1681821,5529520,Rejected
L101120,0,Graduate,No,758986,3958005,30,375,1675255,9076843,3413553,5981541,Rejected
L101121,0,Graduate,Yes,428104,806547,30,457,8873208,2210980,2144022,2188409,Rejected
L101122,0,Graduate,No,1229367,656752,25,831,9883926,7997018,4060556,5246395,Approved
L101123,0,Graduate,Yes,1175270,1389462,15,628,1908151,1139391,2310480,528742,Rejected
L101124,0,Graduate,Yes,2148547,2260920,20,421,3289363,13826382,1902211,4431449,Rejected
L101125,1,Graduate,No,1525147,4873416,20,340,9034839,9377877,2256376,22873,Rejected
L101126,5,Graduate,No,747578,1187317,15,466,9158430,5970653,1622925,1324447,Rejected
L101127,4,Graduate,No,285150,3007532,5,322,2786202,3970471,4776827,7992696,Rejected
L101128,2,Graduate,Yes,1145893,2216354,10,578,7713409,4226660,1584081,4787662,Rejected
L101129,2,Graduate,No,1989050,349189,5,768,4209229,5508833,2407647,5891732,Approved
L101130,5,Not Graduate,No,1790975,1609049,15,699,1649379,9349483,2511022,4422801,Approved
L101131,5,Graduate,No,2090066,2304851,15,308,5551093,1869883,1240962,4835805,Rejected
L101132,2,Not Graduate,No,493150,2424494,10,312,2392001,10202593,1312128,705339,Rejected
L101133,2,Graduate,No,1696064,905953,25,351,2316830,271609,1788144,7889785,Rejected
L101134,1,Graduate,No,929091,554655,25,508,1233387,3867183,107042,1233548,Rejected
L101135,3,Not Graduate,No,2316791,3826487,10,849,7625417,3481716,4962317,4778391,Approved
L101136,4,Graduate,No,1515103,4011635,25,701,8439426,2293474,3327372,6801693,Approved
L101137,0,Graduate,No,1856930,286824,20,490,2249119,10310505,3073454,2717569,Rejected
L101138,3,Graduate,No,1923216,3707942,25,350,2451603,12073874,3640625,3560274,Rejected
L101139,5,Graduate,No,1114795,1117979,25,692,1497116,6337479,4827860,1712238,Approved
L101140,2,Graduate,No,1851538,3199409,25,599,5571944,5868518,2031143,2044523,Rejected
L101141,3,Graduate,No,1728458,4598003,20,495,8584036,8566304,3171050,5201774,Rejected
L101142,4,Graduate,No,1959771,4075282,25,716,4595772,1589291,1952512,4563736,Approved
L101143,5,Graduate,No,419515,1738124,30,719,4289991,426492,1893223,243761,Rejected
L101144,0,Graduate,No,1770179,3893380,20,821,5741638,2955227,2004358,990221,Approved
L101145,0,Not Graduate,Yes,1937500,4216289,10,655,6052677,2307236,691572,4437125,Approved
L101146,4,Not Graduate,No,2479672,2776826,5,447,3807114,9571695,2191987,5255755,Rejected
L101147,4,Graduate,No,1802390,1856242,10,664,8224767,14374179,3400755,3697235,Approved
L101148,2,Not Graduate,No,821986,143246,5,663,6582123,3224400,73079,7114070,Approved
L101149,0,Graduate,No,2484482,258886,10,701,6805969,13055831,1735676,5978781,Approved
L101150,5,Graduate,No,287900,2417713,30,791,3981048,6613889,897165,435485,Rejected
L101151,3,Graduate,Yes,469658,1479608,5,528,6079422,5653278,3152981,6633381,Rejected
L101152,5,Not Graduate,No,650364,4113068,5,874,5636589,463723,4273615,5249337,Rejected
L101153,1,Graduate,No,1434283,3440888,15,836,7946321,7784160,2916397,5118557,Approved
L101154,1,Graduate,No,1703493,2334798,5,567,9571226,5138717,981835,7373096,Rejected
L101155,4,Graduate,No,1653061,1582337,5,704,1671179,10505419,3737609,6170205,Approved
L101156,2,Not Graduate,No,663066,833566,15,310,8484102,686763,954940,1688120,Rejected
L101157,1,Not Graduate,No,2070967,2961259,25,619,3228409,7585291,1198061,7176185,Rejected
L101158,0,Not Graduate,No,1308343,2117791,25,425,8227953,9863986,2323985,6001827,Rejected
L101159,5,Graduate,Yes,691529,4779924,15,605,4898841,6301816,4757077,3355455,Rejected
L101160,5,Graduate,No,304226,829105,20,810,8324878,7099312,1247880,1973744,Approved
L101161,4,Graduate,No,1112454,966992,5,388,3014130,12037783,1362617,4354657,Rejected
L101162,3,Graduate,No,2303548,270326,5,654,7592443,2145943,1053580,1830927,Approved
L101163,4,Graduate,No,1691019,4563552,15,651,8328736,4590585,2054321,7576919,Approved
L101164,3,Graduate,No,268920,3572810,15,313,4747492,12258491,3453796,2522189,Rejected
L101165,4,Not Graduate,Yes,556547,3276458,20,556,2111278,12043146,1037140,7050585,Rejected
L101166,4,Not Graduate,No,2442151,1496743,30,508,7975518,1323020,1616419,942151,Rejected
L101167,4,Not Graduate,No,1809090,4534781,25,580,216651,2654810,890648,6271245,Rejected
L101168,3,Not Graduate,No,1807583,950853,10,742,8305530,4919495,178475,7934238,Approved
L101169,3,Graduate,Yes,213014,4497321,30,688,6620661,7367241,2395661,5455937,Rejected
L101170,4,Graduate,Yes,2432702,701824,25,782,9929464,8890111,4555081,476015,Approved
L101171,1,Not Graduate,No,1866190,4577549,5,446,6367038,10456519,3727303,876611,Rejected
L101172,2,Graduate,No,1385382,2956405,30,578,7572491,4477375,3466948,337088,Rejected
L101173,2,Not Graduate,Yes,1620413,3221222,15,820,605502,3704595,3786491,7429174,Approved
L101174,2,Graduate,No,1183994,4619146,20,733,2535244,13086535,3090007,6319059,Rejected
L101175,3,Graduate,No,488585,2520856,25,443,1560155,1844040,50151,6075770,Rejected
L101176,3,Graduate,Yes,506778,3189782,20,588,1611589,6908998,4556313,6362061,Rejected
L101177,1,Not Graduate,No,1447682,2427942,25,685,468163,864845,2654981,3427495,Approved
L101178,2,Not Graduate,No,1691037,1700224,30,313,9228420,2006811,72847,6860184,Rejected
L101179,2,Graduate,No,810197,1398055,5,556,770008,11523201,2839611,4070936,Rejected
L101180,4,Not Graduate,No,1681817,905783,10,645,4498907,7977848,2308963,355970,Rejected
L101181,3,Graduate,No,2187312,2280653,20,644,3000102,1434636,3023946,6581060,Rejected
L101182,2,Graduate,No,2165074,634942,20,699,6589763,3908308,493570,4408421,Approved
L101183,5,Graduate,No,1670871,4613870,10,506,9433262,10295918,976446,1786741,Rejected
L101184,1,Graduate,No,675754,1470654,20,471,7686906,7332827,3883755,7806759,Rejected
L101185,5,Graduate,Yes,496030,2267127,20,763,2378772,705314,4617663,3256101,Rejected
L101186,5,Not Graduate,No,1952502,773503,25,569,3476452,3394070,3495652,1972645,Rejected
L101187,1,Not Graduate,No,1612538,3549058,25,520,3397559,3889453,692101,4151235,Rejected
L101188,5,Graduate,No,2335574,3562106,10,451,8737345,9260797,3565842,5509894,Rejected
L101189,2,Graduate,No,1701676,398848,5,482,2821562,11952654,4711953,5261789,Rejected
L101190,3,Not Graduate,No,2176819,2047179,30,698,5740592,13534849,99919,7611293,Approved
L101191,1,Not Graduate,Yes,2224520,1531177,30,371,9837907,3957874,3520726,4444279,Rejected
L101192,4,Not Graduate,No,1165691,216991,20,717,1512185,14737867,1265322,3999634,Approved
L101193,5,Graduate,No,1819771,4341256,5,582,8570209,3578687,3339748,2715366,Rejected
L101194,1,Graduate,Yes,1108378,4042942,10,373,4262986,1182200,3731784,437538,Rejected
L101195,0,Graduate,No,882722,2480412,10,654,3368737,4775219,3544450,2224615,Approved
L101196,0,Graduate,No,1036388,4710110,25,796,2544544,12235683,4739197,1150112,Rejected
L101197,3,Graduate,No,1941396,926058,20,627,9683737,9779138,2700030,806560,Rejected
L101198,2,Not Graduate,No,1980957,2193167,15,834,9803388,1093956,1848523,1300557,Approved
L101199,3,Graduate,No,1625159,152877,10,879,5325910,10646082,1397931,5733413,Approved
